run_id,game_id,person_index,decision,well_dressed,young
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,0,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,1,True,True,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,2,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,3,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,4,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,5,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,6,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,7,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,8,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,9,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,10,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,11,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,12,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,13,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,14,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,15,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,16,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,17,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,18,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,19,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,20,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,21,True,True,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,22,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,23,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,24,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,25,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,26,True,True,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,27,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,28,True,True,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,29,True,True,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,30,True,True,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,31,True,True,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,32,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,33,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,34,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,35,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,36,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,37,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,38,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,39,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,40,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,41,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,42,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,43,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,44,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,45,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,46,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,47,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,48,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,49,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,50,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,51,True,True,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,52,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,53,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,54,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,55,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,56,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,57,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,58,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,59,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,60,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,61,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,62,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,63,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,64,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,65,True,True,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,66,True,True,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,67,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,68,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,69,True,False,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,70,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,71,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,72,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,73,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,74,True,True,True
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,75,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,76,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,77,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,78,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,79,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,80,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,81,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,82,True,True,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,83,False,False,False
run_20250903_201753_14048,d99895d0-b861-4afd-bdae-1d91f5c54296,84,False,False,False
